date,ocid,character_name,equipment_list,item_equipment_slot,item_equipment_part,item_name,item_icon,item_description,item_shape_name,item_shape_icon,item_gender,item_base_option,potential_option_grade,additional_potential_option_grade,potential_option_flag,potential_option_1,potential_option_2,potential_option_3,additional_potential_option_flag,additional_potential_option_1,additional_potential_option_2,additional_potential_option_3,equipment_level_increase,item_exceptional_option,item_add_option,growth_exp,growth_level,scroll_upgrade,cuttable_count,golden_hammer_flag,scroll_resilience_count,scroll_upgradeable_count,soul_name,soul_option,item_etc_option,starforce,starforce_scroll_flag,item_starforce_option,special_ring_level,date_expire,freestyle_flag,item_total_option__str,item_total_option__dex,item_total_option__int,item_total_option__luk,item_total_option__max_hp,item_total_option__max_mp,item_total_option__attack_power,item_total_option__magic_power,item_total_option__armor,item_total_option__speed,item_total_option__jump,item_total_option__boss_damage,item_total_option__ignore_monster_armor,item_total_option__all_stat,item_total_option__damage,item_total_option__equipment_level_decrease,item_total_option__max_hp_rate,item_total_option__max_mp_rate
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,모자,모자,에테르넬 나이트헬름,https://open.api.nexon.com/static/maplestory/item/icon/KEPCOOGB,,에테르넬 나이트헬름,https://open.api.nexon.com/static/maplestory/item/icon/KEPCOOGB,,"{""str"":""80"",""dex"":""80"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""10"",""magic_power"":""0"",""armor"":""750"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""15"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":250}",레전드리,레전드리,FALSE,스킬 재사용 대기시간 -2초,스킬 재사용 대기시간 -2초,<쓸만한 미스틱 도어> 스킬 사용 가능,FALSE,스킬 재사용 대기시간 -1초,최대 HP +315,STR +7%,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""114"",""dex"":""0"",""int"":""42"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""72"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""6"",""equipment_level_decrease"":0}",0,0,12,10,미적용,0,0,,,"{""str"":""112"",""dex"":""0"",""int"":""0"",""luk"":""2"",""max_hp"":""1870"",""max_mp"":""0"",""attack_power"":""7"",""magic_power"":""0"",""armor"":""166"",""speed"":""0"",""jump"":""0""}",22,미사용,"{""str"":""159"",""dex"":""159"",""int"":""0"",""luk"":""119"",""max_hp"":""255"",""max_mp"":""0"",""attack_power"":""120"",""magic_power"":""120"",""armor"":""1781"",""speed"":""0"",""jump"":""0""}",0,,0,465,239,42,121,2125,0,137,120,2769,0,0,0,15,6,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,얼굴장식,얼굴장식,샤이니 레드 워리어 마이스터 심볼,https://open.api.nexon.com/static/maplestory/item/icon/KEPDJDOH,,샤이니 레드 워리어 마이스터 심볼,https://open.api.nexon.com/static/maplestory/item/icon/KEPDJDOH,,"{""str"":""3"",""dex"":""3"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""3"",""magic_power"":""0"",""armor"":""26"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""0"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":130}",레전드리,레어,FALSE,메소 획득량 +20%,INT +9%,메소 획득량 +20%,FALSE,공격력 +10,이동속도 +4,공격력 +3,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""8"",""dex"":""8"",""int"":""0"",""luk"":""0"",""max_hp"":""1560"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""3"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""3"",""equipment_level_decrease"":0}",0,0,0,9,미적용,0,2,,,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0""}",18,미사용,"{""str"":""61"",""dex"":""61"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""24"",""magic_power"":""24"",""armor"":""51"",""speed"":""0"",""jump"":""0""}",0,,0,72,72,0,0,1560,0,27,24,77,0,3,0,0,3,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,눈장식,눈장식,미카엘라의 새 안경,https://open.api.nexon.com/static/maplestory/item/icon/KEPAJFKH,,미카엘라의 새 안경,https://open.api.nexon.com/static/maplestory/item/icon/KEPAJFKH,,"{""str"":""2"",""dex"":""2"",""int"":""2"",""luk"":""2"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""2"",""magic_power"":""2"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""0"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":90}",레전드리,,FALSE,아이템 드롭률 +20%,아이템 드롭률 +20%,올스탯 +6%,FALSE,,,,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""0"",""equipment_level_decrease"":0}",0,0,0,255,미적용,0,6,,,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0""}",0,미사용,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0""}",0,,0,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,귀고리,귀고리,하프 이어링,https://open.api.nexon.com/static/maplestory/item/icon/KEPBJHMD,,하프 이어링,https://open.api.nexon.com/static/maplestory/item/icon/KEPBJHMD,,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""0"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":75}",레전드리,,FALSE,아이템 드롭률 +20%,아이템 드롭률 +20%,최대 HP +9%,FALSE,,,,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""0"",""dex"":""0"",""int"":""6"",""luk"":""6"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""0"",""equipment_level_decrease"":0}",0,0,0,255,미적용,0,6,,,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0""}",0,미사용,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0""}",0,,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,상의,상의,에테르넬 나이트아머,https://open.api.nexon.com/static/maplestory/item/icon/KEPGJDNC,,에테르넬 나이트아머,https://open.api.nexon.com/static/maplestory/item/icon/KEPGJDNC,,"{""str"":""50"",""dex"":""50"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""6"",""magic_power"":""0"",""armor"":""325"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""5"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":250}",레전드리,유니크,FALSE,STR +13%,올스탯 +7%,STR +10%,FALSE,올스탯 +6%,올스탯 +3%,공격력 +12,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""142"",""dex"":""0"",""int"":""28"",""luk"":""42"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""4"",""equipment_level_decrease"":0}",0,0,8,8,미적용,0,0,,,"{""str"":""80"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""1360"",""max_mp"":""0"",""attack_power"":""1"",""magic_power"":""0"",""armor"":""120"",""speed"":""0"",""jump"":""0""}",22,미사용,"{""str"":""159"",""dex"":""159"",""int"":""0"",""luk"":""0"",""max_hp"":""255"",""max_mp"":""0"",""attack_power"":""120"",""magic_power"":""120"",""armor"":""877"",""speed"":""0"",""jump"":""0""}",0,,0,431,209,28,42,1615,0,127,120,1322,0,0,0,5,4,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,하의,하의,에테르넬 나이트팬츠,https://open.api.nexon.com/static/maplestory/item/icon/KEPEJFGE,,에테르넬 나이트팬츠,https://open.api.nexon.com/static/maplestory/item/icon/KEPEJFGE,,"{""str"":""50"",""dex"":""50"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""6"",""magic_power"":""0"",""armor"":""325"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""5"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":250}",레전드리,레전드리,FALSE,STR +13%,STR +13%,STR +10%,FALSE,캐릭터 기준 9레벨 당 STR +2,올스탯 +6%,올스탯 +6%,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""137"",""dex"":""0"",""int"":""42"",""luk"":""35"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""5"",""equipment_level_decrease"":0}",0,0,8,8,미적용,0,0,,,"{""str"":""10"",""dex"":""17"",""int"":""15"",""luk"":""12"",""max_hp"":""0"",""max_mp"":""10"",""attack_power"":""48"",""magic_power"":""14"",""armor"":""15"",""speed"":""15"",""jump"":""13""}",22,미사용,"{""str"":""159"",""dex"":""159"",""int"":""119"",""luk"":""119"",""max_hp"":""255"",""max_mp"":""0"",""attack_power"":""120"",""magic_power"":""120"",""armor"":""671"",""speed"":""0"",""jump"":""0""}",0,,0,356,226,176,166,255,10,174,134,1011,15,13,0,5,5,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,신발,신발,에테르넬 나이트슈즈,https://open.api.nexon.com/static/maplestory/item/icon/KEPFIBMI,,에테르넬 나이트슈즈,https://open.api.nexon.com/static/maplestory/item/icon/KEPFIBMI,,"{""str"":""55"",""dex"":""55"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""12"",""magic_power"":""0"",""armor"":""325"",""speed"":""10"",""jump"":""7"",""boss_damage"":""0"",""ignore_monster_armor"":""0"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":250}",레전드리,레전드리,FALSE,올스탯 +10%,STR +10%,STR +10%,FALSE,최대 HP +375,STR +7%,STR +7%,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""123"",""dex"":""35"",""int"":""28"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""5"",""equipment_level_decrease"":0}",0,0,8,10,미적용,0,0,,,"{""str"":""70"",""dex"":""6"",""int"":""2"",""luk"":""2"",""max_hp"":""1190"",""max_mp"":""0"",""attack_power"":""7"",""magic_power"":""0"",""armor"":""106"",""speed"":""0"",""jump"":""1""}",21,미사용,"{""str"":""142"",""dex"":""142"",""int"":""102"",""luk"":""102"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""99"",""magic_power"":""99"",""armor"":""791"",""speed"":""18"",""jump"":""18""}",0,,0,390,238,132,104,1190,0,118,99,1222,28,26,0,0,5,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,장갑,장갑,에테르넬 나이트글러브,https://open.api.nexon.com/static/maplestory/item/icon/KEPKJAIB,,에테르넬 나이트글러브,https://open.api.nexon.com/static/maplestory/item/icon/KEPKJAIB,,"{""str"":""55"",""dex"":""55"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""12"",""magic_power"":""0"",""armor"":""325"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""0"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":250}",레전드리,레전드리,FALSE,크리티컬 데미지 +8%,크리티컬 데미지 +8%,최대 HP +10%,FALSE,올스탯 +7%,STR +7%,올스탯 +6%,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""130"",""dex"":""0"",""int"":""35"",""luk"":""35"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""5"",""equipment_level_decrease"":0}",0,0,8,5,미적용,0,0,,,"{""str"":""0"",""dex"":""2"",""int"":""0"",""luk"":""3"",""max_hp"":""0"",""max_mp"":""20"",""attack_power"":""34"",""magic_power"":""0"",""armor"":""2"",""speed"":""0"",""jump"":""0""}",22,미사용,"{""str"":""159"",""dex"":""159"",""int"":""0"",""luk"":""119"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""127"",""magic_power"":""120"",""armor"":""655"",""speed"":""0"",""jump"":""0""}",0,,0,344,216,35,157,0,20,173,120,982,0,0,0,0,5,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,망토,망토,에테르넬 나이트케이프,https://open.api.nexon.com/static/maplestory/item/icon/KEOCIDNC,,에테르넬 나이트케이프,https://open.api.nexon.com/static/maplestory/item/icon/KEOCIDNC,,"{""str"":""50"",""dex"":""50"",""int"":""50"",""luk"":""50"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""9"",""magic_power"":""9"",""armor"":""600"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""0"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":250}",레전드리,레전드리,FALSE,올스탯 +10%,STR +10%,STR +10%,FALSE,STR +9%,올스탯 +6%,마력 +15,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""112"",""dex"":""0"",""int"":""0"",""luk"":""28"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""4"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""5"",""equipment_level_decrease"":0}",0,0,8,9,미적용,0,0,,,"{""str"":""76"",""dex"":""1"",""int"":""1"",""luk"":""0"",""max_hp"":""1190"",""max_mp"":""0"",""attack_power"":""7"",""magic_power"":""2"",""armor"":""107"",""speed"":""0"",""jump"":""2""}",21,미사용,"{""str"":""142"",""dex"":""142"",""int"":""102"",""luk"":""102"",""max_hp"":""255"",""max_mp"":""0"",""attack_power"":""99"",""magic_power"":""99"",""armor"":""1290"",""speed"":""0"",""jump"":""0""}",0,,0,380,193,153,180,1445,0,119,110,1997,0,2,0,0,5,0,0,0,0
2025-10-29T00:00+09:00,3b42c6b58d1c68f3789965307fc90688efe8d04e6d233bd35cf2fabdeb93fb0d,조용눈,item_equipment,보조무기,여의보주,자색 여의보주,https://open.api.nexon.com/static/maplestory/item/icon/KEMHPHKC,,자색 여의보주,https://open.api.nexon.com/static/maplestory/item/icon/KEMHPHKC,,"{""str"":""10"",""dex"":""10"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""3"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""ignore_monster_armor"":""0"",""all_stat"":""0"",""max_hp_rate"":""0"",""max_mp_rate"":""0"",""base_equipment_level"":100}",레전드리,레전드리,FALSE,보스 몬스터 데미지 +40%,보스 몬스터 데미지 +35%,보스 몬스터 데미지 +30%,FALSE,공격력 +12%,공격력 +9%,공격력 +9%,0,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""exceptional_upgrade"":0}","{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0"",""boss_damage"":""0"",""damage"":""0"",""all_stat"":""0"",""equipment_level_decrease"":0}",0,0,0,255,미적용,0,0,,,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0""}",0,미사용,"{""str"":""0"",""dex"":""0"",""int"":""0"",""luk"":""0"",""max_hp"":""0"",""max_mp"":""0"",""attack_power"":""0"",""magic_power"":""0"",""armor"":""0"",""speed"":""0"",""jump"":""0""}",0,,0,10,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
